text,expertise,risk
"Please help, I cannot understand my university coursework which makes everything worse.",Education,Medium
"To be honest, I missed a few classes and now I am falling behind and I don't know what to do.",Education,Low
I feel so overwhelmed by my emotions and regular stress. I feel stuck.,Mental Health,Medium
"Please help, I don't know how to properly manage my menstrual hygiene. I feel stuck.",Hygiene,Medium
"I need to vent: I want to become a stronger, more confident girl right now.",Self-Esteem,Low
Lately I have been feeling that I cannot afford sanitary pads and miss school every month and I don't know what to do.,Hygiene,High
"Honestly, I cannot understand my university coursework and I don't know what to do.",Education,Medium
Lately I have been feeling that I feel invisible when I am in a room full of people. I just want things to get better.,Self-Esteem,Low
I keep getting poor grades despite trying my best and I have no support system here.,Academics,Medium
I feel pressured to change my appearance just to fit in with others right now.,Empowerment,Medium
I don't know which career or major to choose,Future Planning,Low
Can anyone advise me? I am facing severe period poverty and using unsafe alternatives. It is so hard.,Health,High
Lately I have been feeling that I missed my final exams because I lacked basic menstrual health supplies,Health,High
Lately I have been feeling that There is no clean or private place to change my pads at school. I feel stuck.,Hygiene,Medium
"To be honest, I am facing severe period poverty and using unsafe alternatives. I just want things to get better.",Health,High
"Lately, I keep getting poor grades despite trying my best. I feel stuck.",Education,Medium
"To be honest, I don't want to wake up tomorrow, I want to die. I just want things to get better.",Mental Health,Critical
I've been crying for days and I feel completely empty and I don't know what to do.,Mental Health,High
I am struggling because I want to believe in myself more but my inner voice is so negative and I don't know what to do.,Empowerment,Low
I need to vent: I feel like failing these assignments will ruin my entire future and it's completely draining my energy.,Academics,Medium
It is hard to admit but I have to drop out entirely because we cannot pay basic living fees. I feel stuck.,School Fees,High
Every day it's the same: My parents cannot afford to sponsor my education anymore. I feel stuck.,School Fees,Medium
I need to vent: I want to find a mentor to guide my career right now.,Future Planning,Low
I need to vent: I am struggling to find mentorship opportunities. I feel stuck.,Career,Medium
"To be honest, I want to learn how to network professionally within my field and I don't know what to do.",Career,Low
It is hard to admit but I have to drop out entirely because we cannot pay basic living fees and I don't know what to do.,Financial,High
I don't have the skills required to get hired anywhere and I don't know what to do.,Future Planning,Medium
"To be honest, I missed my final exams because I lacked basic menstrual health supplies right now.",Hygiene,High
Can anyone advise me? I feel so overwhelmed by my emotions and regular stress and I have no support system here.,Mental Health,Medium
Can anyone advise me? I am trying to figure out what my strengths are. It is so hard.,Career,Low
Every day it's the same: I feel locked out of career spaces because I don't have connections. I just want things to get better.,Career,Medium
Every day it's the same: I am worried I will never find employment after graduation,Career,Medium
"It is hard to admit but I don't want to wake up tomorrow, I want to die",Mental Health,Critical
I constantly doubt my abilities and intelligence. I just want things to get better.,Self-Esteem,Medium
Lately I have been feeling that I need help building a professional resume right now.,Future Planning,Low
"To be honest, I feel stuck and hopeless about my career path which makes everything worse.",Future Planning,Medium
I feel like I need help building a professional resume. I just want things to get better.,Future Planning,Low
I feel like I cannot control my mood swings lately. I just want things to get better.,Mental Health,Medium
I feel like I am not good enough for any opportunities right now.,Empowerment,Medium
I am struggling because I cannot afford sanitary pads and miss school every month. I just want things to get better.,Hygiene,High
"Please help, I am struggling with my academic performance this term and it's ruining my life.",Education,Medium
I am falling behind on my reading list this semester,Education,Low
I am constantly stressed about how to source funds for tuition fees. I feel stuck.,Financial,Medium
"Lately, I keep getting poor grades despite trying my best. It is so hard.",Education,Medium
I am struggling because I cannot find a job or internship anywhere. It is so hard.,Career,Medium
Lately I have been feeling that I feel embarrassed to ask about changes in my body during puberty,Hygiene,Medium
Can anyone advise me? I feel very lonely and isolated from my friends which makes everything worse.,Mental Health,Medium
"To be honest, I need help building a professional resume. I feel stuck.",Future Planning,Low
"Honestly, I don't have access to clean drinking water and I am sick right now.",Hygiene,High
Lately I have been feeling that I want to believe in myself more but my inner voice is so negative right now.,Empowerment,Low
Every day it's the same: I don't know which career or major to choose and I have no support system here.,Future Planning,Low
It is hard to admit but I feel completely insecure and unloved when I compare myself online. I just want things to get better.,Empowerment,Medium
"To be honest, I keep getting poor grades despite trying my best and it's completely draining my energy.",Education,Medium
It is hard to admit but There is no clean or private place to change my pads at school,Health,Medium
"Please help, There is no clean or private place to change my pads at school. It is so hard.",Health,Medium
"Lately, I am struggling to find any motivation to get out of bed. I just want things to get better.",Mental Health,Medium
Can anyone advise me? I feel invisible when I am in a room full of people. I feel stuck.,Self-Esteem,Low
I need to vent: I feel stuck and hopeless about my career path. It is so hard.,Future Planning,Medium
"Please help, We lack basic sanitation facilities in our community and it's completely draining my energy.",Hygiene,High
Every day it's the same: I have an untreated reproductive tract illness and nowhere to go. I feel stuck.,Health,High
"To be honest, My family has no money for food or basic survival",School Fees,High
Every day it's the same: I have a plan to end my life tonight. I just want things to get better.,Mental Health,Critical
Every day it's the same: I need help building a professional resume and I have no support system here.,Career,Low
"Lately, I cannot afford sanitary pads and miss school every month. It is so hard.",Hygiene,High
Can anyone advise me? The pressure to pass my classes is overwhelming me. I feel stuck.,Academics,Medium
I am worried I will never find employment after graduation and it's completely draining my energy.,Career,Medium
"To be honest, I feel like failing these assignments will ruin my entire future",Education,Medium
"I need to vent: I don't want to wake up tomorrow, I want to die and I don't know what to do.",Mental Health,Critical
I feel like I am struggling financially to make ends meet each month. I feel stuck.,School Fees,Medium
Can anyone advise me? I feel completely hopeless and want to end it all and it's ruining my life.,Mental Health,Critical
Every day it's the same: I am worried I will never find employment after graduation. I feel stuck.,Future Planning,Medium
"Honestly, I am failing my end of semester exams which makes everything worse.",Academics,Medium
Can anyone advise me? I don't know how to study effectively for finals and it's completely draining my energy.,Education,Low
I feel like I keep getting poor grades despite trying my best. I just want things to get better.,Academics,Medium
Can anyone advise me? I hate how I look and feel completely insecure right now.,Self-Esteem,Medium
"Please help, I cannot understand mathematics concepts right now.",Education,Low
Lately I have been feeling that Unemployment is making me feel like a burden right now.,Career,Medium
Every day it's the same: I cannot find a job or internship anywhere right now.,Career,Medium
Can anyone advise me? I want to build my self-esteem but don't know how. I feel stuck.,Empowerment,Low
It is hard to admit but We lack basic sanitation facilities in our community,Health,High
Every day it's the same: I lack clean water for bathing and personal hygiene. I feel stuck.,Hygiene,Medium
Every day it's the same: I have a severe infection but no access to a clinic and I don't know what to do.,Health,High
"Honestly, I cannot understand mathematics concepts. It is so hard.",Academics,Low
Can anyone advise me? I am falling behind on my reading list this semester which makes everything worse.,Academics,Low
"Please help, I have an untreated reproductive tract illness and nowhere to go which makes everything worse.",Hygiene,High
"Honestly, I lack clean water for bathing and personal hygiene",Health,Medium
I need to vent: I want to build my self-esteem but don't know how. I feel stuck.,Empowerment,Low
"Lately, Everyone else seems so confident and I feel worthless. I just want things to get better.",Self-Esteem,Medium
I feel like We lack basic sanitation facilities in our community and I have no support system here.,Health,High
I need to vent: I cannot understand my university coursework,Education,Medium
"To be honest, I am facing extreme financial crisis and debt and it's ruining my life.",School Fees,High
"Honestly, I am planning to harm myself tonight because I cannot take it anymore and I don't know what to do.",Mental Health,Critical
"Please help, I might drop out of school due to financial struggles",School Fees,Medium
"Please help, I dropped out of school because it was too difficult right now.",Education,Medium
"Lately, I want to find a mentor to guide my career and I don't know what to do.",Future Planning,Low
I feel like The pain is too much and I want to commit suicide. I feel stuck.,Mental Health,Critical
"To be honest, I don't know how to study effectively for finals which makes everything worse.",Education,Low
I need to vent: Unemployment is making me feel like a burden right now.,Future Planning,Medium
I need to vent: I feel completely insecure and unloved when I compare myself online. I feel stuck.,Empowerment,Medium
"To be honest, I don't know how to properly manage my menstrual hygiene and I don't know what to do.",Hygiene,Medium
It is hard to admit but I want to build my self-esteem but don't know how. I just want things to get better.,Self-Esteem,Low
Lately I have been feeling that I don't know which career or major to choose and I don't know what to do.,Career,Low
"Honestly, I keep getting poor grades despite trying my best. I just want things to get better.",Education,Medium
"To be honest, I don't know how to properly manage my menstrual hygiene and it's completely draining my energy.",Hygiene,Medium
Lately I have been feeling that I feel embarrassed to ask about changes in my body during puberty. I just want things to get better.,Health,Medium
I am struggling because I feel invisible when I am in a room full of people and I have no support system here.,Empowerment,Low
I am struggling because I find it hard to concentrate during lectures. It is so hard.,Education,Low
"Lately, I want to build my self-esteem but don't know how and it's ruining my life.",Self-Esteem,Low
Every day it's the same: We lack basic sanitation facilities in our community and it's ruining my life.,Health,High
I feel like I hate how I look and feel completely insecure which makes everything worse.,Self-Esteem,Medium
I feel like I missed a few classes and now I am falling behind. It is so hard.,Academics,Low
"Please help, I feel completely insecure and unloved when I compare myself online right now.",Empowerment,Medium
"Please help, I struggle to say no when people pressure me into things",Empowerment,Low
It is hard to admit but I struggle to say no when people pressure me into things. It is so hard.,Self-Esteem,Low
I need to vent: I am struggling financially to make ends meet each month. I just want things to get better.,School Fees,Medium
I need to vent: I don't know how to properly manage my menstrual hygiene. I just want things to get better.,Health,Medium
Every day it's the same: My anxiety is so bad I can't leave my room. It is so hard.,Mental Health,High
Every day it's the same: I am worried I will never find employment after graduation,Future Planning,Medium
"Please help, The pain is too much and I want to commit suicide. I feel stuck.",Mental Health,Critical
Can anyone advise me? I don't have the skills required to get hired anywhere. It is so hard.,Career,Medium
I need to vent: I am body-shamed by my peers and it destroys my confidence. I just want things to get better.,Self-Esteem,Medium
I feel like Everyone else seems so confident and I feel worthless and I don't know what to do.,Empowerment,Medium
"To be honest, I don't know how to prepare for a job interview which makes everything worse.",Career,Low
"To be honest, I have an outstanding balance and won't be allowed to register which makes everything worse.",Financial,Medium
I feel like I don't know how to prepare for a job interview which makes everything worse.,Career,Low
It is hard to admit but I am struggling to find mentorship opportunities and I have no support system here.,Future Planning,Medium
It is hard to admit but I need help building a professional resume. It is so hard.,Career,Low
I need to vent: I want to believe in myself more but my inner voice is so negative and it's ruining my life.,Empowerment,Low
I am constantly stressed about how to source funds for tuition fees. I just want things to get better.,School Fees,Medium
"Lately, I cannot afford the textbooks and materials needed for class which makes everything worse.",School Fees,Medium
"Please help, I find it hard to speak up or stand up for myself. I feel stuck.",Empowerment,Low
Can anyone advise me? I am struggling financially to make ends meet each month. I just want things to get better.,School Fees,Medium
"Lately, I don't know which career or major to choose and I don't know what to do.",Future Planning,Low
Every day it's the same: My family has no money for food or basic survival right now.,Financial,High
I always seek validation from others to feel good and it's ruining my life.,Self-Esteem,Low
"Can anyone advise me? I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
"Lately, I am facing severe period poverty and using unsafe alternatives. I just want things to get better.",Hygiene,High
"Honestly, I have a severe infection but no access to a clinic and it's completely draining my energy.",Health,High
I am struggling because I am struggling financially to make ends meet each month right now.,Financial,Medium
I feel like I might drop out of school due to financial struggles,Financial,Medium
Lately I have been feeling that I want to build my self-esteem but don't know how. I just want things to get better.,Self-Esteem,Low
I cannot register for next semester because my fees account is in arrears.,School Fees,High
Lately I have been feeling that I don't have the skills required to get hired anywhere. I just want things to get better.,Future Planning,Medium
I am struggling because The pressure to pass my classes is overwhelming me and I have no support system here.,Academics,Medium
"Honestly, I don't want to wake up tomorrow, I want to die and it's ruining my life.",Mental Health,Critical
Can anyone advise me? I hate how I look and feel completely insecure. I feel stuck.,Empowerment,Medium
"To be honest, I feel nervous about presenting my group project next week and I have no support system here.",Education,Low
"Please help, I feel stuck and hopeless about my career path right now.",Future Planning,Medium
"Lately, I want to become a stronger, more confident girl which makes everything worse.",Empowerment,Low
I have a plan to end my life tonight. I feel stuck.,Mental Health,Critical
Lately I have been feeling that I have no money to pay for my university school fees. It is so hard.,Financial,Medium
"Lately, I am constantly anxious about my future and I have no support system here.",Mental Health,Medium
I need to vent: I might drop out of school due to financial struggles. I feel stuck.,Financial,Medium
Every day it's the same: I feel embarrassed to ask about changes in my body during puberty. I just want things to get better.,Health,Medium
"To be honest, My anxiety is so bad I can't leave my room",Mental Health,High
I feel like I feel utterly alone and depressed every single day and I have no support system here.,Mental Health,High
"To be honest, I lack clean water for bathing and personal hygiene. I just want things to get better.",Hygiene,Medium
Every day it's the same: I want to find a mentor to guide my career and I don't know what to do.,Career,Low
Lately I have been feeling that I have no money to pay for my university school fees right now.,School Fees,Medium
I am struggling because I have an untreated reproductive tract illness and nowhere to go right now.,Health,High
It is hard to admit but I cannot understand my university coursework which makes everything worse.,Academics,Medium
I am struggling because I am facing extreme financial crisis and debt and it's ruining my life.,School Fees,High
"Please help, I am struggling financially to make ends meet each month right now.",Financial,Medium
I need to vent: I need help building a professional resume. It is so hard.,Future Planning,Low
I feel like There is no clean or private place to change my pads at school right now.,Health,Medium
It is hard to admit but I struggle to say no when people pressure me into things which makes everything worse.,Empowerment,Low
"To be honest, I feel like I am not good enough for any opportunities. I just want things to get better.",Self-Esteem,Medium
"Please help, I have a severe infection but no access to a clinic and I don't know what to do.",Hygiene,High
I am struggling because I am facing severe period poverty and using unsafe alternatives and it's ruining my life.,Health,High
"Please help, I am falling behind on my reading list this semester which makes everything worse.",Academics,Low
"Lately, My parents cannot afford to sponsor my education anymore right now.",School Fees,Medium
I feel like I missed a few classes and now I am falling behind which makes everything worse.,Education,Low
Every day it's the same: I don't know how to properly manage my menstrual hygiene and it's ruining my life.,Hygiene,Medium
"Every day it's the same: My mind is constantly racing with dark, heavy thoughts and I have no support system here.",Mental Health,High
"Honestly, I want to find a mentor to guide my career which makes everything worse.",Career,Low
Lately I have been feeling that I feel pressured to change my appearance just to fit in with others which makes everything worse.,Empowerment,Medium
"Lately, I don't want to wake up tomorrow, I want to die right now.",Mental Health,Critical
Lately I have been feeling that I am failing my end of semester exams and it's completely draining my energy.,Academics,Medium
It is hard to admit but I am being evicted because I cannot pay rent and it's completely draining my energy.,Financial,High
"Please help, I want to become a stronger, more confident girl",Empowerment,Low
It is hard to admit but I dropped out of school because it was too difficult right now.,Academics,Medium
It is hard to admit but I might drop out of school due to financial struggles. I feel stuck.,Financial,Medium
I need to vent: I am trying to figure out what my strengths are and it's completely draining my energy.,Career,Low
I have to drop out entirely because we cannot pay basic living fees and I have no support system here.,Financial,High
"To be honest, I am falling behind on my reading list this semester. I just want things to get better.",Education,Low
I am struggling because I am falling behind on my reading list this semester which makes everything worse.,Academics,Low
"Please help, I might drop out of school due to financial struggles and I don't know what to do.",School Fees,Medium
"Honestly, I have a plan to end my life tonight. I just want things to get better.",Mental Health,Critical
I need to vent: I am struggling with my academic performance this term and it's completely draining my energy.,Education,Medium
"To be honest, I feel like failing these assignments will ruin my entire future which makes everything worse.",Academics,Medium
"Please help, The pressure to pass my classes is overwhelming me right now.",Academics,Medium
It is hard to admit but I am facing severe period poverty and using unsafe alternatives right now.,Health,High
Can anyone advise me? I feel stuck and hopeless about my career path. It is so hard.,Future Planning,Medium
I might drop out of school due to financial struggles. It is so hard.,Financial,Medium
"Lately, I don't have access to clean drinking water and I am sick and I don't know what to do.",Health,High
I need to vent: I have an outstanding balance and won't be allowed to register which makes everything worse.,Financial,Medium
"Lately I have been feeling that I don't want to wake up tomorrow, I want to die. I just want things to get better.",Mental Health,Critical
I need to vent: I am facing severe period poverty and using unsafe alternatives. It is so hard.,Health,High
Can anyone advise me? I am struggling financially to make ends meet each month. I feel stuck.,School Fees,Medium
"Please help, Everyone else seems so confident and I feel worthless. It is so hard.",Self-Esteem,Medium
Can anyone advise me? I am facing severe period poverty and using unsafe alternatives and I don't know what to do.,Hygiene,High
It is hard to admit but I feel stuck and hopeless about my career path and I have no support system here.,Future Planning,Medium
I feel like I need advice on reproductive health but have no one to ask and I have no support system here.,Hygiene,Medium
"Please help, I feel embarrassed to ask about changes in my body during puberty. It is so hard.",Hygiene,Medium
Lately I have been feeling that I missed my final exams because I lacked basic menstrual health supplies. I just want things to get better.,Health,High
I am struggling because I am struggling with my academic performance this term,Education,Medium
"Lately I have been feeling that I want to end my life, everything is too heavy and I don't know what to do.",Mental Health,Critical
"Honestly, I constantly doubt my abilities and intelligence. I just want things to get better.",Empowerment,Medium
"To be honest, I am thinking about suicide, I can't do this anymore. I just want things to get better.",Mental Health,Critical
"Lately I have been feeling that I don't want to wake up tomorrow, I want to die and I have no support system here.",Mental Health,Critical
I need to vent: I am constantly stressed about how to source funds for tuition fees and I don't know what to do.,Financial,Medium
I am struggling because I don't have the skills required to get hired anywhere,Future Planning,Medium
It is hard to admit but I need advice on reproductive health but have no one to ask and I have no support system here.,Health,Medium
I need to vent: I am worried about my physical health and lack of nutrition and I have no support system here.,Health,Medium
Lately I have been feeling that I feel invisible when I am in a room full of people. I just want things to get better.,Empowerment,Low
My family has no money for food or basic survival which makes everything worse.,Financial,High
"To be honest, I feel pressured to change my appearance just to fit in with others and it's ruining my life.",Self-Esteem,Medium
"Honestly, I cannot afford sanitary pads and miss school every month. I just want things to get better.",Hygiene,High
"Honestly, I hate how I look and feel completely insecure",Empowerment,Medium
"Lately, I missed a few classes and now I am falling behind",Education,Low
I am struggling because I cannot understand my university coursework and I have no support system here.,Academics,Medium
Lately I have been feeling that I cannot understand my university coursework and it's completely draining my energy.,Academics,Medium
I am struggling because I find it hard to concentrate during lectures right now.,Education,Low
Lately I have been feeling that I missed a few classes and now I am falling behind and it's ruining my life.,Academics,Low
Can anyone advise me? I am body-shamed by my peers and it destroys my confidence which makes everything worse.,Empowerment,Medium
"Lately, I am worried about my physical health and lack of nutrition right now.",Health,Medium
It is hard to admit but I feel completely hopeless and want to end it all and I have no support system here.,Mental Health,Critical
I feel confused about transitioning from school to the workforce. I feel stuck.,Future Planning,Low
Every day it's the same: I am being evicted because I cannot pay rent. It is so hard.,Financial,High
"I need to vent: I don't want to wake up tomorrow, I want to die",Mental Health,Critical
Can anyone advise me? I cannot find a job or internship anywhere and I have no support system here.,Career,Medium
"Lately, I feel locked out of career spaces because I don't have connections. I feel stuck.",Career,Medium
I am struggling because My family has no money for food or basic survival and I have no support system here.,School Fees,High
It is hard to admit but I am constantly anxious about my future and it's ruining my life.,Mental Health,Medium
Every day it's the same: I want to build my self-esteem but don't know how and it's completely draining my energy.,Self-Esteem,Low
"I feel like I want to become a stronger, more confident girl. I feel stuck.",Empowerment,Low
"To be honest, I have to drop out entirely because we cannot pay basic living fees which makes everything worse.",School Fees,High
I am struggling because I am facing extreme financial crisis and debt. I just want things to get better.,School Fees,High
Lately I have been feeling that My family has no money for food or basic survival. It is so hard.,Financial,High
It is hard to admit but I don't know how to study effectively for finals,Education,Low
Can anyone advise me? I have a severe infection but no access to a clinic and I have no support system here.,Hygiene,High
Every day it's the same: I feel embarrassed to ask about changes in my body during puberty right now.,Hygiene,Medium
"Please help, I am facing severe period poverty and using unsafe alternatives. It is so hard.",Hygiene,High
It is hard to admit but There is no clean or private place to change my pads at school. I just want things to get better.,Hygiene,Medium
"I am struggling because I want to become a stronger, more confident girl and I don't know what to do.",Self-Esteem,Low
Every day it's the same: I constantly doubt my abilities and intelligence right now.,Empowerment,Medium
"Please help, My parents cannot afford to sponsor my education anymore. I feel stuck.",Financial,Medium
I am struggling because I am falling behind on my reading list this semester,Academics,Low
"Honestly, I have a severe infection but no access to a clinic right now.",Hygiene,High
"Please help, I want to build my self-esteem but don't know how. I just want things to get better.",Self-Esteem,Low
Lately I have been feeling that The pain is too much and I want to commit suicide right now.,Mental Health,Critical
Lately I have been feeling that I want to believe in myself more but my inner voice is so negative,Empowerment,Low
Lately I have been feeling that I want to build my self-esteem but don't know how right now.,Self-Esteem,Low
"To be honest, I might drop out of school due to financial struggles and it's ruining my life.",School Fees,Medium
It is hard to admit but I am falling behind on my reading list this semester and I have no support system here.,Academics,Low
"To be honest, I am thinking about suicide, I can't do this anymore and it's ruining my life.",Mental Health,Critical
"I need to vent: I don't want to wake up tomorrow, I want to die and it's completely draining my energy.",Mental Health,Critical
It is hard to admit but I feel pressured to change my appearance just to fit in with others. I just want things to get better.,Self-Esteem,Medium
I need to vent: I am body-shamed by my peers and it destroys my confidence which makes everything worse.,Self-Esteem,Medium
Lately I have been feeling that I don't know how to prepare for a job interview and I don't know what to do.,Future Planning,Low
Lately I have been feeling that I feel like I am not good enough for any opportunities. I feel stuck.,Empowerment,Medium
Lately I have been feeling that I feel like failing these assignments will ruin my entire future and it's ruining my life.,Education,Medium
Can anyone advise me? I constantly doubt my abilities and intelligence right now.,Self-Esteem,Medium
Lately I have been feeling that I am trying to figure out what my strengths are. It is so hard.,Future Planning,Low
"Honestly, We lack basic sanitation facilities in our community. I just want things to get better.",Health,High
"To be honest, I want to believe in myself more but my inner voice is so negative and I don't know what to do.",Self-Esteem,Low
Lately I have been feeling that I am constantly stressed about how to source funds for tuition fees and it's ruining my life.,School Fees,Medium
"Lately I have been feeling that I want to become a stronger, more confident girl and I don't know what to do.",Empowerment,Low
"Please help, I can't seem to sleep or rest because my mind won't stop worrying. I just want things to get better.",Mental Health,Medium
I might drop out of school due to financial struggles right now.,Financial,Medium
I feel like I can't seem to sleep or rest because my mind won't stop worrying. I feel stuck.,Mental Health,Medium
"Honestly, I don't know which career or major to choose and it's completely draining my energy.",Future Planning,Low
I feel like I need advice on reproductive health but have no one to ask. I just want things to get better.,Hygiene,Medium
Unemployment is making me feel like a burden and I don't know what to do.,Future Planning,Medium
I feel like I find it hard to speak up or stand up for myself. I feel stuck.,Self-Esteem,Low
I feel like I lack clean water for bathing and personal hygiene. It is so hard.,Hygiene,Medium
I am struggling because I have no money to pay for my university school fees which makes everything worse.,Financial,Medium
I need extra tutoring for my science courses and it's completely draining my energy.,Education,Low
"Please help, I feel embarrassed to ask about changes in my body during puberty and it's ruining my life.",Health,Medium
Can anyone advise me? I have to drop out entirely because we cannot pay basic living fees and it's completely draining my energy.,Financial,High
"Deadlines, financial pressure and family expectations are all crushing me at once.",Stress,High
I need to vent: I feel nervous about presenting my group project next week and it's completely draining my energy.,Academics,Low
I feel like I have an untreated reproductive tract illness and nowhere to go,Hygiene,High
"Honestly, I hate how I look and feel completely insecure. I feel stuck.",Empowerment,Medium
"To be honest, I have to drop out entirely because we cannot pay basic living fees and it's completely draining my energy.",School Fees,High
I feel like I am being evicted because I cannot pay rent and it's completely draining my energy.,School Fees,High
I need to vent: I always seek validation from others to feel good. I feel stuck.,Empowerment,Low
"Please help, I am body-shamed by my peers and it destroys my confidence. It is so hard.",Self-Esteem,Medium
"Lately, I feel confused about transitioning from school to the workforce and I don't know what to do.",Career,Low
"Lately, I don't know how to prepare for a job interview right now.",Career,Low
"Please help, I feel confused about transitioning from school to the workforce and I don't know what to do.",Career,Low
"Please help, I am constantly stressed about how to source funds for tuition fees which makes everything worse.",Financial,Medium
I feel like I am failing my end of semester exams. I just want things to get better.,Education,Medium
Can anyone advise me? I cannot afford sanitary pads and miss school every month,Hygiene,High
"Honestly, I need help building a professional resume which makes everything worse.",Future Planning,Low
I feel like I don't have the skills required to get hired anywhere. I just want things to get better.,Career,Medium
I need to vent: I cannot afford sanitary pads and miss school every month which makes everything worse.,Health,High
Every day it's the same: I cannot find a job or internship anywhere. I just want things to get better.,Career,Medium
"My mind is constantly racing with dark, heavy thoughts which makes everything worse.",Mental Health,High
"Honestly, I struggle to say no when people pressure me into things and I don't know what to do.",Empowerment,Low
"Lately, I am being evicted because I cannot pay rent. I just want things to get better.",Financial,High
"To be honest, I need extra tutoring for my science courses. It is so hard.",Education,Low
I feel like I want to find a mentor to guide my career right now.,Career,Low
I feel like I feel so overwhelmed by my emotions and regular stress and I have no support system here.,Mental Health,Medium
Lately I have been feeling that I keep getting poor grades despite trying my best. I just want things to get better.,Education,Medium
"To be honest, I constantly doubt my abilities and intelligence and I have no support system here.",Self-Esteem,Medium
I am struggling because I want to build my self-esteem but don't know how and it's ruining my life.,Self-Esteem,Low
Every day it's the same: I am struggling with my academic performance this term. I feel stuck.,Education,Medium
I need to vent: I have a severe infection but no access to a clinic right now.,Health,High
"Please help, I am body-shamed by my peers and it destroys my confidence which makes everything worse.",Empowerment,Medium
I am struggling because I am body-shamed by my peers and it destroys my confidence and I don't know what to do.,Self-Esteem,Medium
I am struggling because I feel like failing these assignments will ruin my entire future which makes everything worse.,Academics,Medium
I want to learn how to network professionally within my field. I feel stuck.,Future Planning,Low
"To be honest, I don't have the skills required to get hired anywhere and it's ruining my life.",Career,Medium
It is hard to admit but I am failing my end of semester exams and it's completely draining my energy.,Education,Medium
Every day it's the same: I might drop out of school due to financial struggles. It is so hard.,School Fees,Medium
I am struggling because I keep getting poor grades despite trying my best and I don't know what to do.,Education,Medium
Every day it's the same: I feel pressured to change my appearance just to fit in with others. I feel stuck.,Empowerment,Medium
I feel like I am body-shamed by my peers and it destroys my confidence and it's ruining my life.,Self-Esteem,Medium
"Please help, I have to drop out entirely because we cannot pay basic living fees. It is so hard.",Financial,High
"Please help, I am worried about my physical health and lack of nutrition and it's completely draining my energy.",Health,Medium
"Honestly, I constantly doubt my abilities and intelligence",Empowerment,Medium
I feel like I struggle to say no when people pressure me into things. I feel stuck.,Self-Esteem,Low
Lately I have been feeling that I need extra tutoring for my science courses. I feel stuck.,Education,Low
"Lately, I cannot afford the textbooks and materials needed for class right now.",School Fees,Medium
Can anyone advise me? I find it hard to concentrate during lectures which makes everything worse.,Academics,Low
I feel like I am facing extreme financial crisis and debt. I just want things to get better.,School Fees,High
I am worried about my physical health and lack of nutrition right now.,Health,Medium
I need to vent: I am constantly stressed about how to source funds for tuition fees and it's ruining my life.,School Fees,Medium
"Honestly, Severe panic attacks are making it impossible to breathe and I have no support system here.",Mental Health,High
"Please help, I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
"To be honest, I am worried I will never find employment after graduation. It is so hard.",Career,Medium
Every day it's the same: I need help building a professional resume and I don't know what to do.,Career,Low
"Please help, I don't have the skills required to get hired anywhere which makes everything worse.",Career,Medium
It is hard to admit but I feel like I am not good enough for any opportunities. I feel stuck.,Empowerment,Medium
I am struggling because I feel so overwhelmed by my emotions and regular stress right now.,Mental Health,Medium
"To be honest, I find it hard to speak up or stand up for myself and I don't know what to do.",Self-Esteem,Low
I need help building a professional resume,Career,Low
"To be honest, I keep getting poor grades despite trying my best. It is so hard.",Academics,Medium
"Please help, I want to become a stronger, more confident girl and I have no support system here.",Empowerment,Low
Lately I have been feeling that I feel pressured to change my appearance just to fit in with others and it's ruining my life.,Empowerment,Medium
I am struggling because I feel nervous about presenting my group project next week and I have no support system here.,Education,Low
I am struggling because I feel pressured to change my appearance just to fit in with others. I just want things to get better.,Empowerment,Medium
I feel like I cannot afford sanitary pads and miss school every month and I have no support system here.,Hygiene,High
Can anyone advise me? The pressure to pass my classes is overwhelming me which makes everything worse.,Academics,Medium
Can anyone advise me? I have a plan to end my life tonight. It is so hard.,Mental Health,Critical
"Honestly, I cannot afford the textbooks and materials needed for class and it's ruining my life.",School Fees,Medium
I am struggling because I am constantly stressed about how to source funds for tuition fees which makes everything worse.,School Fees,Medium
I am struggling because I am struggling financially to make ends meet each month which makes everything worse.,School Fees,Medium
Lately I have been feeling that I am struggling financially to make ends meet each month and I have no support system here.,Financial,Medium
I need to vent: I have a severe infection but no access to a clinic. I just want things to get better.,Health,High
It is hard to admit but I always seek validation from others to feel good right now.,Empowerment,Low
I hate how I look and feel completely insecure and it's completely draining my energy.,Self-Esteem,Medium
"Lately, My family has no money for food or basic survival and I have no support system here.",School Fees,High
"Please help, I missed a few classes and now I am falling behind. It is so hard.",Education,Low
I feel stuck and hopeless about my career path which makes everything worse.,Future Planning,Medium
"Lately, Everyone else seems so confident and I feel worthless. I just want things to get better.",Empowerment,Medium
It is hard to admit but I am facing extreme financial crisis and debt and it's ruining my life.,Financial,High
Lately I have been feeling that I missed a few classes and now I am falling behind. I feel stuck.,Education,Low
"Honestly, I am falling behind on my reading list this semester and I don't know what to do.",Academics,Low
"Please help, I feel nervous about presenting my group project next week which makes everything worse.",Education,Low
"Honestly, I want to end my life, everything is too heavy. It is so hard.",Mental Health,Critical
It is hard to admit but I have no money to pay for my university school fees. I feel stuck.,Financial,Medium
"Lately, I feel completely hopeless and want to end it all. I feel stuck.",Mental Health,Critical
