text,expertise,risk
"Lately, I feel pressured to change my appearance just to fit in with others",Self-Esteem & Empowerment,Medium
"Please help, I am struggling financially to make ends meet each month. I feel stuck.",Financial & School Fees,Medium
"Please help, There is no clean or private place to change my pads at school. I feel stuck.",Hygiene & Health,Medium
I am struggling because I don't know how to properly manage my menstrual hygiene and it's ruining my life.,Hygiene & Health,Medium
"Lately, I cannot find a job or internship anywhere. I feel stuck.",Career & Future,Medium
I am body-shamed by my peers and it destroys my confidence,Self-Esteem & Empowerment,Medium
"Please help, Severe panic attacks are making it impossible to breathe and it's completely draining my energy.",Mental Health,High
Can anyone advise me? I am being evicted because I cannot pay rent and it's ruining my life.,Financial & School Fees,High
"Honestly, I need reliable information on contraceptive methods and it's ruining my life.",Hygiene & Health,Medium
"Please help, I feel very lonely and isolated from my friends. I just want things to get better.",Mental Health,Medium
Can anyone advise me? I feel like failing these assignments will ruin my entire future and it's ruining my life.,Education & Academics,Medium
I missed a few classes and now I am falling behind. I feel stuck.,Education & Academics,Low
I feel like I am facing severe period poverty and using unsafe alternatives and it's completely draining my energy.,Hygiene & Health,High
Every day it's the same: I feel utterly alone and depressed every single day and it's completely draining my energy.,Mental Health,High
Every day it's the same: I want to find a mentor to guide my career and it's completely draining my energy.,Career & Future,Low
I am struggling because I am slipping back into deep depression and feel trapped,Mental Health,High
I am struggling because I am facing severe period poverty and using unsafe alternatives and it's ruining my life.,Hygiene & Health,High
"Please help, I am planning to harm myself tonight because I cannot take it anymore and it's ruining my life.",Mental Health,Critical
Can anyone advise me? I am slipping back into deep depression and feel trapped,Mental Health,High
"It is hard to admit but My mind is constantly racing with dark, heavy thoughts",Mental Health,High
"To be honest, I want to become a stronger, more confident girl and I have no support system here.",Self-Esteem & Empowerment,Low
Can anyone advise me? I can't seem to sleep or rest because my mind won't stop worrying and it's completely draining my energy.,Mental Health,Medium
"Honestly, I find it hard to concentrate during lectures right now.",Education & Academics,Low
"Please help, I am failing my end of semester exams. I just want things to get better.",Education & Academics,Medium
"I need to vent: I want to become a stronger, more confident girl and I don't know what to do.",Self-Esteem & Empowerment,Low
I am struggling because I cannot understand mathematics concepts,Education & Academics,Low
Every day it's the same: I want to find a mentor to guide my career. It is so hard.,Career & Future,Low
I feel like I cannot find a job or internship anywhere. It is so hard.,Career & Future,Medium
I am struggling because I feel deeply depressed and hopeless about everything. It is so hard.,Mental Health,High
"Please help, I lack clean water for bathing and personal hygiene and I have no support system here.",Hygiene & Health,Medium
"Lately, I cannot afford sanitary pads and miss school every month. It is so hard.",Hygiene & Health,High
I cannot find a job or internship anywhere and it's ruining my life.,Career & Future,Medium
Every day it's the same: I need extra tutoring for my science courses and I don't know what to do.,Education & Academics,Low
Every day it's the same: I cannot control my mood swings lately,Mental Health,Medium
I need to vent: I missed a few classes and now I am falling behind,Education & Academics,Low
I need to vent: I feel stressed out and overwhelmed by life. I feel stuck.,Mental Health,Medium
Can anyone advise me? I am constantly anxious about my future,Mental Health,Medium
"Please help, I am struggling to find any motivation to get out of bed and it's ruining my life.",Mental Health,Medium
"Lately, I have an outstanding balance and won't be allowed to register which makes everything worse.",Financial & School Fees,Medium
I need to vent: My parents cannot afford to sponsor my education anymore and I don't know what to do.,Financial & School Fees,Medium
I am struggling because I keep getting poor grades despite trying my best right now.,Education & Academics,Medium
Lately I have been feeling that I am struggling with my academic performance this term. It is so hard.,Education & Academics,Medium
It is hard to admit but I want to believe in myself more but my inner voice is so negative. I feel stuck.,Self-Esteem & Empowerment,Low
I feel completely insecure and unloved when I compare myself online. I feel stuck.,Self-Esteem & Empowerment,Medium
I can't seem to sleep or rest because my mind won't stop worrying,Mental Health,Medium
I feel like I always seek validation from others to feel good. I feel stuck.,Self-Esteem & Empowerment,Low
I am struggling because I keep getting poor grades despite trying my best and it's ruining my life.,Education & Academics,Medium
"Please help, I cannot afford sanitary pads and miss school every month. I feel stuck.",Hygiene & Health,High
"It is hard to admit but I am thinking about suicide, I can't do this anymore and it's completely draining my energy.",Mental Health,Critical
Can anyone advise me? My anxiety is so bad I can't leave my room which makes everything worse.,Mental Health,High
I am struggling because I struggle to say no when people pressure me into things. I feel stuck.,Self-Esteem & Empowerment,Low
It is hard to admit but I can't seem to sleep or rest because my mind won't stop worrying. It is so hard.,Mental Health,Medium
"Please help, I want to build my self-esteem but don't know how",Self-Esteem & Empowerment,Low
Lately I have been feeling that Unemployment is making me feel like a burden and I don't know what to do.,Career & Future,Medium
"Lately, I am struggling to find mentorship opportunities and it's ruining my life.",Career & Future,Medium
"Honestly, I have a plan to end my life tonight. I just want things to get better.",Mental Health,Critical
"I need to vent: My mind is constantly racing with dark, heavy thoughts. I feel stuck.",Mental Health,High
I need to vent: I need extra tutoring for my science courses and it's completely draining my energy.,Education & Academics,Low
I don't have the skills required to get hired anywhere and I don't know what to do.,Career & Future,Medium
Can anyone advise me? I feel like I am not good enough for any opportunities right now.,Self-Esteem & Empowerment,Medium
"It is hard to admit but I want to end my life, everything is too heavy. It is so hard.",Mental Health,Critical
"Lately, I feel pressured to change my appearance just to fit in with others. I feel stuck.",Self-Esteem & Empowerment,Medium
I need to vent: I feel confused about transitioning from school to the workforce and I have no support system here.,Career & Future,Low
"To be honest, I don't know how to prepare for a job interview and it's ruining my life.",Career & Future,Low
It is hard to admit but I need advice on reproductive health but have no one to ask. It is so hard.,Hygiene & Health,Medium
I feel like I am body-shamed by my peers and it destroys my confidence and it's ruining my life.,Self-Esteem & Empowerment,Medium
"Lately I have been feeling that My mind is constantly racing with dark, heavy thoughts and it's completely draining my energy.",Mental Health,High
Every day it's the same: I don't know how to study effectively for finals. It is so hard.,Education & Academics,Low
Lately I have been feeling that I don't have access to clean drinking water and I am sick. I just want things to get better.,Hygiene & Health,High
I need to vent: I find it hard to speak up or stand up for myself and it's ruining my life.,Self-Esteem & Empowerment,Low
"Honestly, I feel very lonely and isolated from my friends. I feel stuck.",Mental Health,Medium
It is hard to admit but I feel completely hopeless and want to end it all. I feel stuck.,Mental Health,Critical
"Please help, I feel locked out of career spaces because I don't have connections",Career & Future,Medium
Can anyone advise me? I feel stuck and hopeless about my career path. It is so hard.,Career & Future,Medium
Every day it's the same: I feel pressured to change my appearance just to fit in with others right now.,Self-Esteem & Empowerment,Medium
Every day it's the same: I feel completely hopeless and want to end it all and I don't know what to do.,Mental Health,Critical
I need to vent: The pressure to pass my classes is overwhelming me. It is so hard.,Education & Academics,Medium
"Lately, I cannot control my mood swings lately which makes everything worse.",Mental Health,Medium
Lately I have been feeling that I feel deeply depressed and hopeless about everything which makes everything worse.,Mental Health,High
"Honestly, The pain is too much and I want to commit suicide. It is so hard.",Mental Health,Critical
Lately I have been feeling that I need reliable information on contraceptive methods. I feel stuck.,Hygiene & Health,Medium
"Please help, My anxiety is so bad I can't leave my room which makes everything worse.",Mental Health,High
There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene & Health,Medium
I feel embarrassed to ask about changes in my body during puberty and it's completely draining my energy.,Hygiene & Health,Medium
"Honestly, My mind is constantly racing with dark, heavy thoughts and I don't know what to do.",Mental Health,High
"Honestly, I feel like failing these assignments will ruin my entire future and I don't know what to do.",Education & Academics,Medium
"Honestly, I feel like I am not good enough for any opportunities and I have no support system here.",Self-Esteem & Empowerment,Medium
Every day it's the same: I missed a few classes and now I am falling behind and I don't know what to do.,Education & Academics,Low
Every day it's the same: I feel nervous about presenting my group project next week and it's completely draining my energy.,Education & Academics,Low
Lately I have been feeling that I need help building a professional resume and it's completely draining my energy.,Career & Future,Low
Can anyone advise me? I cannot understand my university coursework which makes everything worse.,Education & Academics,Medium
I am struggling because The pressure to pass my classes is overwhelming me. I feel stuck.,Education & Academics,Medium
Can anyone advise me? Severe panic attacks are making it impossible to breathe and it's ruining my life.,Mental Health,High
I cannot control my mood swings lately. It is so hard.,Mental Health,Medium
"Honestly, I am worried I will never find employment after graduation and it's completely draining my energy.",Career & Future,Medium
I am struggling because I struggle to say no when people pressure me into things. I just want things to get better.,Self-Esteem & Empowerment,Low
I feel stressed out and overwhelmed by life and it's completely draining my energy.,Mental Health,Medium
I feel like I dropped out of school because it was too difficult. It is so hard.,Education & Academics,Medium
Can anyone advise me? Unemployment is making me feel like a burden and it's completely draining my energy.,Career & Future,Medium
I need to vent: I've been crying for days and I feel completely empty and it's completely draining my energy.,Mental Health,High
I feel like I don't have the skills required to get hired anywhere and it's ruining my life.,Career & Future,Medium
"Please help, I don't know which career or major to choose and I don't know what to do.",Career & Future,Low
I am struggling because I feel completely hopeless and want to end it all which makes everything worse.,Mental Health,Critical
"Please help, I keep getting poor grades despite trying my best. It is so hard.",Education & Academics,Medium
I am struggling because I've been crying for days and I feel completely empty and it's completely draining my energy.,Mental Health,High
Every day it's the same: I feel utterly alone and depressed every single day right now.,Mental Health,High
"Please help, I always seek validation from others to feel good. I feel stuck.",Self-Esteem & Empowerment,Low
I don't know how to properly manage my menstrual hygiene,Hygiene & Health,Medium
Every day it's the same: I am failing my end of semester exams. I just want things to get better.,Education & Academics,Medium
"Honestly, I feel utterly alone and depressed every single day. It is so hard.",Mental Health,High
Lately I have been feeling that I feel deeply depressed and hopeless about everything. I just want things to get better.,Mental Health,High
"To be honest, I am worried about my physical health and lack of nutrition and I have no support system here.",Hygiene & Health,Medium
"Honestly, I am constantly stressed about how to source funds for tuition fees and it's completely draining my energy.",Financial & School Fees,Medium
"Lately, I might drop out of school due to financial struggles. I feel stuck.",Financial & School Fees,Medium
"Please help, I feel locked out of career spaces because I don't have connections. I just want things to get better.",Career & Future,Medium
"Lately, I struggle to say no when people pressure me into things which makes everything worse.",Self-Esteem & Empowerment,Low
"Honestly, I am struggling to find mentorship opportunities and I don't know what to do.",Career & Future,Medium
"Lately, I cannot understand my university coursework and it's completely draining my energy.",Education & Academics,Medium
I am facing extreme financial crisis and debt right now.,Financial & School Fees,High
It is hard to admit but There is no clean or private place to change my pads at school,Hygiene & Health,Medium
I am struggling because I feel stuck and hopeless about my career path which makes everything worse.,Career & Future,Medium
"I don't want to wake up tomorrow, I want to die. I just want things to get better.",Mental Health,Critical
I am struggling because I find it hard to concentrate during lectures right now.,Education & Academics,Low
Every day it's the same: I need reliable information on contraceptive methods and it's completely draining my energy.,Hygiene & Health,Medium
I feel like I don't have access to clean drinking water and I am sick and I don't know what to do.,Hygiene & Health,High
I need to vent: I feel very lonely and isolated from my friends and I have no support system here.,Mental Health,Medium
"Lately, I feel so overwhelmed by my emotions and regular stress and it's completely draining my energy.",Mental Health,Medium
It is hard to admit but I have to drop out entirely because we cannot pay basic living fees,Financial & School Fees,High
Can anyone advise me? I am body-shamed by my peers and it destroys my confidence. I just want things to get better.,Self-Esteem & Empowerment,Medium
It is hard to admit but I need help building a professional resume. I just want things to get better.,Career & Future,Low
I am worried about my physical health and lack of nutrition. I just want things to get better.,Hygiene & Health,Medium
I feel like I have no money to pay for my university school fees and I don't know what to do.,Financial & School Fees,Medium
"Honestly, I cannot control my mood swings lately",Mental Health,Medium
I feel nervous about presenting my group project next week and it's ruining my life.,Education & Academics,Low
"Lately, Everyone else seems so confident and I feel worthless and it's completely draining my energy.",Self-Esteem & Empowerment,Medium
I feel like I feel very lonely and isolated from my friends and it's completely draining my energy.,Mental Health,Medium
"It is hard to admit but I want to become a stronger, more confident girl. It is so hard.",Self-Esteem & Empowerment,Low
I need to vent: I am struggling to find mentorship opportunities and I have no support system here.,Career & Future,Medium
I feel like I am struggling with my academic performance this term and it's ruining my life.,Education & Academics,Medium
Lately I have been feeling that I feel so overwhelmed by my emotions and regular stress and it's ruining my life.,Mental Health,Medium
I feel like I am failing my end of semester exams. I just want things to get better.,Education & Academics,Medium
Lately I have been feeling that I might drop out of school due to financial struggles. I feel stuck.,Financial & School Fees,Medium
I need to vent: I have a plan to end my life tonight and I have no support system here.,Mental Health,Critical
I need to vent: I feel completely insecure and unloved when I compare myself online and it's ruining my life.,Self-Esteem & Empowerment,Medium
"Lately, I am facing severe period poverty and using unsafe alternatives and it's ruining my life.",Hygiene & Health,High
I feel invisible when I am in a room full of people and I have no support system here.,Self-Esteem & Empowerment,Low
Lately I have been feeling that I have a severe infection but no access to a clinic and I have no support system here.,Hygiene & Health,High
I have a severe infection but no access to a clinic and I don't know what to do.,Hygiene & Health,High
I need to vent: I constantly doubt my abilities and intelligence right now.,Self-Esteem & Empowerment,Medium
I feel like I want to find a mentor to guide my career and it's completely draining my energy.,Career & Future,Low
I need to vent: I have a plan to end my life tonight and it's ruining my life.,Mental Health,Critical
I need to vent: I feel embarrassed to ask about changes in my body during puberty and it's completely draining my energy.,Hygiene & Health,Medium
I feel like I feel stuck and hopeless about my career path and I don't know what to do.,Career & Future,Medium
"To be honest, I don't have access to clean drinking water and I am sick and I don't know what to do.",Hygiene & Health,High
Can anyone advise me? I feel invisible when I am in a room full of people,Self-Esteem & Empowerment,Low
Every day it's the same: I am constantly stressed about how to source funds for tuition fees right now.,Financial & School Fees,Medium
I need to vent: I have a severe infection but no access to a clinic. It is so hard.,Hygiene & Health,High
I need to vent: I feel like failing these assignments will ruin my entire future right now.,Education & Academics,Medium
"To be honest, I feel confused about transitioning from school to the workforce and it's ruining my life.",Career & Future,Low
Every day it's the same: I am slipping back into deep depression and feel trapped. I just want things to get better.,Mental Health,High
I need to vent: I am being evicted because I cannot pay rent. It is so hard.,Financial & School Fees,High
"Honestly, I feel confused about transitioning from school to the workforce. It is so hard.",Career & Future,Low
I don't know how to study effectively for finals and I have no support system here.,Education & Academics,Low
Can anyone advise me? I feel utterly alone and depressed every single day and it's completely draining my energy.,Mental Health,High
It is hard to admit but I am slipping back into deep depression and feel trapped and it's completely draining my energy.,Mental Health,High
I keep getting poor grades despite trying my best,Education & Academics,Medium
"I need to vent: I am thinking about suicide, I can't do this anymore and I have no support system here.",Mental Health,Critical
It is hard to admit but I need advice on reproductive health but have no one to ask which makes everything worse.,Hygiene & Health,Medium
Every day it's the same: I am falling behind on my reading list this semester. I feel stuck.,Education & Academics,Low
"Can anyone advise me? I want to end my life, everything is too heavy. It is so hard.",Mental Health,Critical
"Please help, I lack clean water for bathing and personal hygiene",Hygiene & Health,Medium
Can anyone advise me? I have no money to pay for my university school fees. I feel stuck.,Financial & School Fees,Medium
"I feel like My mind is constantly racing with dark, heavy thoughts. I feel stuck.",Mental Health,High
I need to vent: I don't know how to study effectively for finals and I have no support system here.,Education & Academics,Low
"Can anyone advise me? I don't want to wake up tomorrow, I want to die and I don't know what to do.",Mental Health,Critical
I feel like I am being evicted because I cannot pay rent and I don't know what to do.,Financial & School Fees,High
I need to vent: I've been crying for days and I feel completely empty which makes everything worse.,Mental Health,High
I need extra tutoring for my science courses. I feel stuck.,Education & Academics,Low
I am struggling because Everyone else seems so confident and I feel worthless and I have no support system here.,Self-Esteem & Empowerment,Medium
I feel pressured to change my appearance just to fit in with others,Self-Esteem & Empowerment,Medium
I am struggling with my academic performance this term and it's completely draining my energy.,Education & Academics,Medium
"To be honest, I keep getting poor grades despite trying my best and I have no support system here.",Education & Academics,Medium
Every day it's the same: I missed my final exams because I lacked basic menstrual health supplies. It is so hard.,Hygiene & Health,High
"Please help, I am slipping back into deep depression and feel trapped. It is so hard.",Mental Health,High
"To be honest, I need extra tutoring for my science courses right now.",Education & Academics,Low
I am struggling because I am planning to harm myself tonight because I cannot take it anymore and it's completely draining my energy.,Mental Health,Critical
"Honestly, I want to find a mentor to guide my career which makes everything worse.",Career & Future,Low
It is hard to admit but I have to drop out entirely because we cannot pay basic living fees and I have no support system here.,Financial & School Fees,High
"Lately, I am falling behind on my reading list this semester",Education & Academics,Low
I don't know which career or major to choose and it's completely draining my energy.,Career & Future,Low
I need to vent: We lack basic sanitation facilities in our community which makes everything worse.,Hygiene & Health,High
I feel like I am struggling financially to make ends meet each month and it's completely draining my energy.,Financial & School Fees,Medium
Can anyone advise me? I feel embarrassed to ask about changes in my body during puberty. I just want things to get better.,Hygiene & Health,Medium
"Lately, My anxiety is so bad I can't leave my room. I feel stuck.",Mental Health,High
"Please help, I want to find a mentor to guide my career",Career & Future,Low
"Lately, I find it hard to speak up or stand up for myself. I just want things to get better.",Self-Esteem & Empowerment,Low
I am struggling because I am failing my end of semester exams. I just want things to get better.,Education & Academics,Medium
Can anyone advise me? I want to find a mentor to guide my career and I have no support system here.,Career & Future,Low
Can anyone advise me? I am facing extreme financial crisis and debt and I have no support system here.,Financial & School Fees,High
"Lately, My parents cannot afford to sponsor my education anymore and it's completely draining my energy.",Financial & School Fees,Medium
Lately I have been feeling that I am constantly stressed about how to source funds for tuition fees which makes everything worse.,Financial & School Fees,Medium
Can anyone advise me? I don't know how to prepare for a job interview. It is so hard.,Career & Future,Low
I need to vent: I cannot understand my university coursework and it's ruining my life.,Education & Academics,Medium
I am struggling because I am struggling to find any motivation to get out of bed and I have no support system here.,Mental Health,Medium
I feel like I don't know how to prepare for a job interview,Career & Future,Low
Can anyone advise me? I am body-shamed by my peers and it destroys my confidence,Self-Esteem & Empowerment,Medium
Lately I have been feeling that Everyone else seems so confident and I feel worthless and it's ruining my life.,Self-Esteem & Empowerment,Medium
I am struggling because I always seek validation from others to feel good,Self-Esteem & Empowerment,Low
It is hard to admit but I might drop out of school due to financial struggles and I don't know what to do.,Financial & School Fees,Medium
I feel like I missed a few classes and now I am falling behind. I just want things to get better.,Education & Academics,Low
"Lately, I have a plan to end my life tonight",Mental Health,Critical
I am struggling because I lack clean water for bathing and personal hygiene and it's ruining my life.,Hygiene & Health,Medium
Every day it's the same: I am struggling to find any motivation to get out of bed. I just want things to get better.,Mental Health,Medium
"I feel like I don't want to wake up tomorrow, I want to die and I don't know what to do.",Mental Health,Critical
Can anyone advise me? I constantly doubt my abilities and intelligence right now.,Self-Esteem & Empowerment,Medium
I feel like Severe panic attacks are making it impossible to breathe and I have no support system here.,Mental Health,High
I am struggling because I want to find a mentor to guide my career right now.,Career & Future,Low
Lately I have been feeling that I am body-shamed by my peers and it destroys my confidence and it's ruining my life.,Self-Esteem & Empowerment,Medium
I am struggling because I struggle to say no when people pressure me into things and it's ruining my life.,Self-Esteem & Empowerment,Low
I need to vent: I need extra tutoring for my science courses. I feel stuck.,Education & Academics,Low
I feel like I constantly doubt my abilities and intelligence and I don't know what to do.,Self-Esteem & Empowerment,Medium
Can anyone advise me? I cannot understand mathematics concepts. I feel stuck.,Education & Academics,Low
"Lately, Unemployment is making me feel like a burden",Career & Future,Medium
"Please help, I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
I feel like I am struggling financially to make ends meet each month and I have no support system here.,Financial & School Fees,Medium
I am struggling because I want to learn how to network professionally within my field and I have no support system here.,Career & Future,Low
My anxiety is so bad I can't leave my room and it's ruining my life.,Mental Health,High
I feel like I hate how I look and feel completely insecure. It is so hard.,Self-Esteem & Empowerment,Medium
"Honestly, I've been crying for days and I feel completely empty. It is so hard.",Mental Health,High
"To be honest, My family has no money for food or basic survival",Financial & School Fees,High
"Lately, I might drop out of school due to financial struggles and it's ruining my life.",Financial & School Fees,Medium
Lately I have been feeling that I have a severe infection but no access to a clinic. I just want things to get better.,Hygiene & Health,High
It is hard to admit but I am planning to harm myself tonight because I cannot take it anymore and I have no support system here.,Mental Health,Critical
Lately I have been feeling that I don't know how to study effectively for finals. I feel stuck.,Education & Academics,Low
I feel nervous about presenting my group project next week which makes everything worse.,Education & Academics,Low
I am struggling because I cannot afford sanitary pads and miss school every month and I don't know what to do.,Hygiene & Health,High
Every day it's the same: I feel deeply depressed and hopeless about everything which makes everything worse.,Mental Health,High
I feel like I have a plan to end my life tonight and it's ruining my life.,Mental Health,Critical
Every day it's the same: I don't know how to prepare for a job interview. I just want things to get better.,Career & Future,Low
"Honestly, I am falling behind on my reading list this semester. It is so hard.",Education & Academics,Low
I need to vent: The pressure to pass my classes is overwhelming me which makes everything worse.,Education & Academics,Medium
"It is hard to admit but My mind is constantly racing with dark, heavy thoughts and it's completely draining my energy.",Mental Health,High
Can anyone advise me? I feel utterly alone and depressed every single day and I don't know what to do.,Mental Health,High
I am struggling because I don't know how to study effectively for finals. It is so hard.,Education & Academics,Low
It is hard to admit but I cannot control my mood swings lately which makes everything worse.,Mental Health,Medium
"Honestly, There is no clean or private place to change my pads at school. It is so hard.",Hygiene & Health,Medium
It is hard to admit but I feel like failing these assignments will ruin my entire future and it's ruining my life.,Education & Academics,Medium
I feel like I am struggling financially to make ends meet each month. I feel stuck.,Financial & School Fees,Medium
"Lately, I am facing severe period poverty and using unsafe alternatives. I just want things to get better.",Hygiene & Health,High
Every day it's the same: I am planning to harm myself tonight because I cannot take it anymore and I don't know what to do.,Mental Health,Critical
"Lately, I feel completely insecure and unloved when I compare myself online. I feel stuck.",Self-Esteem & Empowerment,Medium
I need to vent: I am planning to harm myself tonight because I cannot take it anymore which makes everything worse.,Mental Health,Critical
Every day it's the same: I feel invisible when I am in a room full of people which makes everything worse.,Self-Esteem & Empowerment,Low
I feel like I am struggling financially to make ends meet each month and I don't know what to do.,Financial & School Fees,Medium
"Honestly, I dropped out of school because it was too difficult",Education & Academics,Medium
Lately I have been feeling that I can't seem to sleep or rest because my mind won't stop worrying and it's ruining my life.,Mental Health,Medium
"Honestly, I dropped out of school because it was too difficult. It is so hard.",Education & Academics,Medium
Every day it's the same: I don't know how to properly manage my menstrual hygiene which makes everything worse.,Hygiene & Health,Medium
Can anyone advise me? I have an outstanding balance and won't be allowed to register which makes everything worse.,Financial & School Fees,Medium
I am struggling because I missed a few classes and now I am falling behind. It is so hard.,Education & Academics,Low
"Please help, Unemployment is making me feel like a burden and it's completely draining my energy.",Career & Future,Medium
"To be honest, I don't want to wake up tomorrow, I want to die. It is so hard.",Mental Health,Critical
It is hard to admit but I want to find a mentor to guide my career,Career & Future,Low
I feel like There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene & Health,Medium
Lately I have been feeling that I feel utterly alone and depressed every single day and I don't know what to do.,Mental Health,High
Lately I have been feeling that I missed my final exams because I lacked basic menstrual health supplies and I don't know what to do.,Hygiene & Health,High
"Honestly, I find it hard to speak up or stand up for myself. I feel stuck.",Self-Esteem & Empowerment,Low
Can anyone advise me? I constantly doubt my abilities and intelligence and I don't know what to do.,Self-Esteem & Empowerment,Medium
"Please help, I have a plan to end my life tonight and I don't know what to do.",Mental Health,Critical
Every day it's the same: I am being evicted because I cannot pay rent. It is so hard.,Financial & School Fees,High
"Lately, I feel stuck and hopeless about my career path and I don't know what to do.",Career & Future,Medium
Can anyone advise me? We lack basic sanitation facilities in our community right now.,Hygiene & Health,High
"Honestly, I have to drop out entirely because we cannot pay basic living fees and it's ruining my life.",Financial & School Fees,High
"To be honest, I cannot afford sanitary pads and miss school every month which makes everything worse.",Hygiene & Health,High
"To be honest, Severe panic attacks are making it impossible to breathe and I don't know what to do.",Mental Health,High
"Can anyone advise me? I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
Can anyone advise me? I am struggling to find mentorship opportunities. It is so hard.,Career & Future,Medium
Lately I have been feeling that I have an outstanding balance and won't be allowed to register. It is so hard.,Financial & School Fees,Medium
I feel embarrassed to ask about changes in my body during puberty. I feel stuck.,Hygiene & Health,Medium
"Honestly, I am constantly stressed about how to source funds for tuition fees and I don't know what to do.",Financial & School Fees,Medium
"Please help, I need extra tutoring for my science courses and it's completely draining my energy.",Education & Academics,Low
I need to vent: Everyone else seems so confident and I feel worthless and I don't know what to do.,Self-Esteem & Empowerment,Medium
Lately I have been feeling that I dropped out of school because it was too difficult. It is so hard.,Education & Academics,Medium
"Please help, I have no money to pay for my university school fees and it's completely draining my energy.",Financial & School Fees,Medium
"Lately, I want to find a mentor to guide my career and I have no support system here.",Career & Future,Low
"Honestly, I want to find a mentor to guide my career right now.",Career & Future,Low
I feel like I dropped out of school because it was too difficult right now.,Education & Academics,Medium
"Please help, I struggle to say no when people pressure me into things right now.",Self-Esteem & Empowerment,Low
I feel like I don't know how to properly manage my menstrual hygiene. I just want things to get better.,Hygiene & Health,Medium
"To be honest, I have an outstanding balance and won't be allowed to register and it's ruining my life.",Financial & School Fees,Medium
I feel like I don't know how to study effectively for finals and it's ruining my life.,Education & Academics,Low
"To be honest, I feel embarrassed to ask about changes in my body during puberty",Hygiene & Health,Medium
It is hard to admit but I might drop out of school due to financial struggles and it's completely draining my energy.,Financial & School Fees,Medium
I am struggling because I am falling behind on my reading list this semester and it's completely draining my energy.,Education & Academics,Low
It is hard to admit but I missed my final exams because I lacked basic menstrual health supplies. I feel stuck.,Hygiene & Health,High
"Lately, I am struggling with my academic performance this term. I just want things to get better.",Education & Academics,Medium
Lately I have been feeling that I feel very lonely and isolated from my friends and it's completely draining my energy.,Mental Health,Medium
I need to vent: I am trying to figure out what my strengths are. I feel stuck.,Career & Future,Low
"Honestly, The pain is too much and I want to commit suicide right now.",Mental Health,Critical
"Honestly, I always seek validation from others to feel good right now.",Self-Esteem & Empowerment,Low
Every day it's the same: I feel like failing these assignments will ruin my entire future and I don't know what to do.,Education & Academics,Medium
It is hard to admit but I feel like I am not good enough for any opportunities and it's completely draining my energy.,Self-Esteem & Empowerment,Medium
"Please help, I am worried about my physical health and lack of nutrition which makes everything worse.",Hygiene & Health,Medium
Can anyone advise me? I hate how I look and feel completely insecure and it's completely draining my energy.,Self-Esteem & Empowerment,Medium
Can anyone advise me? I feel deeply depressed and hopeless about everything and I don't know what to do.,Mental Health,High
I struggle to say no when people pressure me into things. I feel stuck.,Self-Esteem & Empowerment,Low
I feel like Unemployment is making me feel like a burden and it's completely draining my energy.,Career & Future,Medium
"To be honest, I feel stressed out and overwhelmed by life and it's completely draining my energy.",Mental Health,Medium
Can anyone advise me? I missed my final exams because I lacked basic menstrual health supplies and it's completely draining my energy.,Hygiene & Health,High
"Lately, I want to build my self-esteem but don't know how. I feel stuck.",Self-Esteem & Empowerment,Low
"Lately, I am struggling financially to make ends meet each month and it's completely draining my energy.",Financial & School Fees,Medium
"To be honest, I have to drop out entirely because we cannot pay basic living fees. I just want things to get better.",Financial & School Fees,High
"Lately, My family has no money for food or basic survival and I don't know what to do.",Financial & School Fees,High
"Please help, I feel stuck and hopeless about my career path. I feel stuck.",Career & Future,Medium
"Honestly, My family has no money for food or basic survival and it's ruining my life.",Financial & School Fees,High
Lately I have been feeling that I feel embarrassed to ask about changes in my body during puberty. It is so hard.,Hygiene & Health,Medium
Lately I have been feeling that I feel confused about transitioning from school to the workforce. It is so hard.,Career & Future,Low
"Honestly, I might drop out of school due to financial struggles right now.",Financial & School Fees,Medium
"Honestly, I have an untreated reproductive tract illness and nowhere to go. It is so hard.",Hygiene & Health,High
"To be honest, I want to end my life, everything is too heavy right now.",Mental Health,Critical
I struggle to say no when people pressure me into things and it's completely draining my energy.,Self-Esteem & Empowerment,Low
Every day it's the same: I need help building a professional resume and I don't know what to do.,Career & Future,Low
"Honestly, I have an outstanding balance and won't be allowed to register. I feel stuck.",Financial & School Fees,Medium
"Lately, We lack basic sanitation facilities in our community and it's completely draining my energy.",Hygiene & Health,High
"Please help, I want to end my life, everything is too heavy right now.",Mental Health,Critical
Every day it's the same: Unemployment is making me feel like a burden and I don't know what to do.,Career & Future,Medium
"Lately, I feel embarrassed to ask about changes in my body during puberty. It is so hard.",Hygiene & Health,Medium
"Honestly, I am facing extreme financial crisis and debt",Financial & School Fees,High
"Lately, I feel like I am not good enough for any opportunities which makes everything worse.",Self-Esteem & Empowerment,Medium
"To be honest, I feel invisible when I am in a room full of people",Self-Esteem & Empowerment,Low
"Please help, I am worried I will never find employment after graduation which makes everything worse.",Career & Future,Medium
"To be honest, I feel invisible when I am in a room full of people. I feel stuck.",Self-Esteem & Empowerment,Low
"Please help, I struggle to say no when people pressure me into things and I have no support system here.",Self-Esteem & Empowerment,Low
